City,Name,Nosah,Address,Latitude,Longitude,Navigate
רעננה,בית חבד,חבד,"אחוזה 153
",32.1812075,34.870683,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.1812075%2C34.870683
רעננה,בית משיח - מרכז חבד,חבד,"אחוזה  83
",32.1794013,34.8787903,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.1794013%2C34.8787903
שדמות מחולה,שדמות מחולה,לפי החזן,"שדמות מחולה 0
",32.347731,35.530587,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.347731%2C35.530587
שדרות,אלקא דמאיר,לפי החזן,"רמבם 402
",31.525523,34.5899827,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.525523%2C34.5899827
שדרות,בין איש חי,ירושלמי,"ברנר 3
",31.5302897,34.6051537,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.5302897%2C34.6051537
שדרות,חבד,חבד,"חטיבת גבעתי 11
",31.5285613,34.5920654,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.5285613%2C34.5920654
שדרות,חנכי הישיבות,ירושלמי,"השיטה  10
",31.5212403,34.5977416,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.5212403%2C34.5977416
שדרות,ישיבת הסדר- לב לדעת,לפי החזן,"חטיבת גבעתי 35
",31.52880699999999,34.5921069,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.52880699999999%2C34.5921069
שוהם,חבד,חבד,"עמק אילון 28
",31.9984205,34.9475186,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.9984205%2C34.9475186
שפים,מנין למנחה בחוצות שפיים,לפי החזן,"חוצות שפיים קומה 4
",32.2208333,34.8283333,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.2208333%2C34.8283333
תל אביב, עזריאלי שרונה,לפי החזן,"מנחם בגין 121
",32.0727491,34.7880819,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0727491%2C34.7880819
תל אביב,'סי אנד סאן' עש משה אביב זל,לפי החזן,"הרצל רוזנבלום 6
",32.1378831,34.7913043,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.1378831%2C34.7913043
תל אביב,אדמורים מהוסיאטין,לפי החזן,"ביאליק 19
",32.0727985,34.7705369,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0727985%2C34.7705369
תל אביב,אוהל יצחק,חבד,"חומה ומגדל 16
",32.0627139,34.7862871,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0627139%2C34.7862871
תל אביב,אוהל ישראל,ירושלמי,"בן יהודה  159
",32.0885598,34.7733849,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0885598%2C34.7733849
תל אביב,אוהל מועד,חסידי,"שדייל 5
",32.0632886,34.7749855,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0632886%2C34.7749855
תל ציון,בני הישיבות,ירושלמי,"אהבת ישראל 11
",31.8785402,35.2398989,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.8785402%2C35.2398989
